敵編成ID,敵艦隊名,海域,海域,セル,難易度,陣形,敵1番艦,敵2番艦,敵3番艦,敵4番艦,敵5番艦,敵6番艦,敵1番艦名,敵2番艦名,敵3番艦名,敵4番艦名,敵5番艦名,敵6番艦名,経験値
3681999379,敵前衛艦隊,3,4,17,なし,梯形陣,529,554,523,523,552,516,戦艦ル級 flagship,軽巡ホ級 flagship,軽母ヌ級 elite,軽母ヌ級 elite,駆逐ロ級 flagship,駆逐ハ級 elite,350
3535450018,深海棲艦水上打撃艦隊,3,4,18,なし,複縦陣,529,529,522,522,553,516,戦艦ル級 flagship,戦艦ル級 flagship,重巡リ級 elite,重巡リ級 elite,駆逐ハ級 flagship,駆逐ハ級 elite,350
887598788,深海棲艦水上打撃艦隊,3,4,18,なし,複縦陣,529,529,524,524,554,553,戦艦ル級 flagship,戦艦ル級 flagship,戦艦ル級 elite,戦艦ル級 elite,軽巡ホ級 flagship,駆逐ハ級 flagship,350
1906610005,深海棲艦水上打撃艦隊,3,4,19,なし,複縦陣,529,524,522,555,553,516,戦艦ル級 flagship,戦艦ル級 elite,重巡リ級 elite,軽巡ヘ級 flagship,駆逐ハ級 flagship,駆逐ハ級 elite,350
2535984804,敵潜水教導艦隊,4,2,1,なし,梯形陣,533,531,530,519,514,514,潜水ヨ級 elite,潜水ヨ級,潜水カ級,軽巡ヘ級 elite,駆逐イ級 elite,駆逐イ級 elite,320
3414836491,敵潜水教導艦隊,4,2,1,なし,梯形陣,533,531,531,532,530,530,潜水ヨ級 elite,潜水ヨ級,潜水ヨ級,潜水カ級 elite,潜水カ級,潜水カ級,320
3529144938,敵潜水教導艦隊,4,2,1,なし,単横陣,533,531,532,530,519,514,潜水ヨ級 elite,潜水ヨ級,潜水カ級 elite,潜水カ級,軽巡ヘ級 elite,駆逐イ級 elite,320
963701455,敵前衛艦隊,4,2,2,なし,単縦陣,527,521,521,520,517,517,重巡リ級 flagship,雷巡チ級 elite,雷巡チ級 elite,軽巡ト級 elite,駆逐ニ級 elite,駆逐ニ級 elite,320
511456754,敵前衛艦隊,4,2,2,なし,複縦陣,554,522,520,516,515,515,軽巡ホ級 flagship,重巡リ級 elite,軽巡ト級 elite,駆逐ハ級 elite,駆逐ロ級 elite,駆逐ロ級 elite,320
1609598289,敵前衛艦隊,4,2,2,なし,単縦陣,555,522,520,516,515,515,軽巡ヘ級 flagship,重巡リ級 elite,軽巡ト級 elite,駆逐ハ級 elite,駆逐ロ級 elite,駆逐ロ級 elite,320
2293353456,敵潜水教導艦隊,4,2,6,なし,梯形陣,533,531,530,519,514,514,潜水ヨ級 elite,潜水ヨ級,潜水カ級,軽巡ヘ級 elite,駆逐イ級 elite,駆逐イ級 elite,320
3155796515,敵潜水教導艦隊,4,2,6,なし,梯形陣,533,531,531,532,530,530,潜水ヨ級 elite,潜水ヨ級,潜水ヨ級,潜水カ級 elite,潜水カ級,潜水カ級,320
2416119866,敵潜水教導艦隊,4,2,6,なし,単横陣,533,531,532,530,519,514,潜水ヨ級 elite,潜水ヨ級,潜水カ級 elite,潜水カ級,軽巡ヘ級 elite,駆逐イ級 elite,320
515073024,敵空母機動部隊,4,2,7,なし,輪形陣,523,523,523,554,514,514,軽母ヌ級 elite,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ホ級 flagship,駆逐イ級 elite,駆逐イ級 elite,320
1426809543,敵空母機動部隊,4,2,7,なし,輪形陣,525,523,523,554,515,515,空母ヲ級 elite,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ホ級 flagship,駆逐ロ級 elite,駆逐ロ級 elite,320
843001092,敵空母機動部隊,4,2,7,なし,輪形陣,528,525,520,517,516,516,空母ヲ級 flagship,空母ヲ級 elite,軽巡ト級 elite,駆逐ニ級 elite,駆逐ハ級 elite,駆逐ハ級 elite,320
2390221519,敵補給船団,4,2,8,なし,複縦陣,526,513,513,527,517,517,輸送ワ級 elite,輸送ワ級,輸送ワ級,重巡リ級 flagship,駆逐ニ級 elite,駆逐ニ級 elite,320
4234538105,敵補給船団,4,2,8,なし,複縦陣,526,513,513,554,517,517,輸送ワ級 elite,輸送ワ級,輸送ワ級,軽巡ホ級 flagship,駆逐ニ級 elite,駆逐ニ級 elite,320
1780038681,敵補給船団,4,2,8,なし,輪形陣,555,513,513,523,517,517,軽巡ヘ級 flagship,輸送ワ級,輸送ワ級,軽母ヌ級 elite,駆逐ニ級 elite,駆逐ニ級 elite,320
2860819891,東方主力艦隊,4,2,9,なし,輪形陣,529,525,522,554,515,515,戦艦ル級 flagship,空母ヲ級 elite,重巡リ級 elite,軽巡ホ級 flagship,駆逐ロ級 elite,駆逐ロ級 elite,320
1237894798,東方主力艦隊,4,2,9,なし,複縦陣,529,525,554,519,515,515,戦艦ル級 flagship,空母ヲ級 elite,軽巡ホ級 flagship,軽巡ヘ級 elite,駆逐ロ級 elite,駆逐ロ級 elite,320
4280059846,敵空母機動部隊,4,2,11,なし,輪形陣,523,523,523,554,514,514,軽母ヌ級 elite,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ホ級 flagship,駆逐イ級 elite,駆逐イ級 elite,320
848668496,敵空母機動部隊,4,2,11,なし,輪形陣,525,523,523,554,515,515,空母ヲ級 elite,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ホ級 flagship,駆逐ロ級 elite,駆逐ロ級 elite,320
1038761248,敵空母機動部隊,4,2,11,なし,輪形陣,528,525,520,517,516,516,空母ヲ級 flagship,空母ヲ級 elite,軽巡ト級 elite,駆逐ニ級 elite,駆逐ハ級 elite,駆逐ハ級 elite,320
3078808685,敵空母機動部隊,4,2,12,なし,輪形陣,523,523,523,554,514,514,軽母ヌ級 elite,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ホ級 flagship,駆逐イ級 elite,駆逐イ級 elite,320
1260643426,敵空母機動部隊,4,2,12,なし,輪形陣,525,523,523,554,515,515,空母ヲ級 elite,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ホ級 flagship,駆逐ロ級 elite,駆逐ロ級 elite,320
1737267311,敵空母機動部隊,4,2,12,なし,輪形陣,528,525,520,517,516,516,空母ヲ級 flagship,空母ヲ級 elite,軽巡ト級 elite,駆逐ニ級 elite,駆逐ハ級 elite,駆逐ハ級 elite,320
3940082763,東方主力艦隊,4,2,13,なし,輪形陣,529,525,522,554,515,515,戦艦ル級 flagship,空母ヲ級 elite,重巡リ級 elite,軽巡ホ級 flagship,駆逐ロ級 elite,駆逐ロ級 elite,320
861357545,東方主力艦隊,4,2,13,なし,複縦陣,529,525,554,519,515,515,戦艦ル級 flagship,空母ヲ級 elite,軽巡ホ級 flagship,軽巡ヘ級 elite,駆逐ロ級 elite,駆逐ロ級 elite,320
3217229487,東方主力艦隊,4,2,13,なし,単縦陣,529,528,522,520,515,515,戦艦ル級 flagship,空母ヲ級 flagship,重巡リ級 elite,軽巡ト級 elite,駆逐ロ級 elite,駆逐ロ級 elite,320
8375255,敵前衛艦隊,4,3,1,なし,輪形陣,527,523,523,554,516,516,重巡リ級 flagship,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ホ級 flagship,駆逐ハ級 elite,駆逐ハ級 elite,330
1986921374,敵前衛艦隊,4,3,1,なし,単縦陣,527,527,521,520,515,515,重巡リ級 flagship,重巡リ級 flagship,雷巡チ級 elite,軽巡ト級 elite,駆逐ロ級 elite,駆逐ロ級 elite,330
3917976782,敵前衛艦隊,4,3,1,なし,単縦陣,543,555,521,521,517,517,戦艦タ級 flagship,軽巡ヘ級 flagship,雷巡チ級 elite,雷巡チ級 elite,駆逐ニ級 elite,駆逐ニ級 elite,330
3104121921,敵潜水艦隊,4,3,4,なし,梯形陣,532,530,530,530,518,519,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,軽巡ホ級 elite,軽巡ヘ級 elite,330
2657036209,敵潜水艦隊,4,3,4,なし,単横陣,532,532,530,530,530,526,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,輸送ワ級 elite,330
2133505235,敵潜水艦隊,4,3,4,なし,梯形陣,533,532,532,530,530,-1,潜水ヨ級 elite,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,-,330
3628926308,敵潜水艦隊,4,3,7,なし,梯形陣,532,530,530,530,518,519,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,軽巡ホ級 elite,軽巡ヘ級 elite,330
2076275759,敵潜水艦隊,4,3,7,なし,単横陣,532,532,530,530,530,526,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,輸送ワ級 elite,330
476538892,敵潜水艦隊,4,3,7,なし,梯形陣,533,532,532,530,530,-1,潜水ヨ級 elite,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,-,330
793993681,敵潜水艦隊,4,3,14,なし,梯形陣,532,530,530,530,518,519,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,軽巡ホ級 elite,軽巡ヘ級 elite,330
1042325960,敵潜水艦隊,4,3,14,なし,単横陣,532,532,530,530,530,526,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,輸送ワ級 elite,330
3146316991,敵潜水艦隊,4,3,14,なし,梯形陣,533,532,532,530,530,-1,潜水ヨ級 elite,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,-,330
788008611,敵潜水艦隊,4,3,16,なし,梯形陣,532,530,530,530,518,519,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,軽巡ホ級 elite,軽巡ヘ級 elite,330
3493520154,敵潜水艦隊,4,3,16,なし,単横陣,532,532,530,530,530,526,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,輸送ワ級 elite,330
4188093512,敵潜水艦隊,4,3,16,なし,梯形陣,533,532,532,530,530,-1,潜水ヨ級 elite,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,-,330
4009876561,敵前衛艦隊,4,4,1,なし,単縦陣,529,521,521,518,514,514,戦艦ル級 flagship,雷巡チ級 elite,雷巡チ級 elite,軽巡ホ級 elite,駆逐イ級 elite,駆逐イ級 elite,340
3281538535,敵前衛艦隊,4,4,1,なし,単縦陣,555,521,521,521,516,516,軽巡ヘ級 flagship,雷巡チ級 elite,雷巡チ級 elite,雷巡チ級 elite,駆逐ハ級 elite,駆逐ハ級 elite,340
856181843,敵潜水艦哨戒線,4,4,4,なし,輪形陣,532,530,530,518,523,523,潜水カ級 elite,潜水カ級,潜水カ級,軽巡ホ級 elite,軽母ヌ級 elite,軽母ヌ級 elite,340
1859389552,敵潜水艦哨戒線,4,4,4,なし,単横陣,532,530,530,530,-1,-1,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,-,-,340
812813827,敵潜水艦哨戒線,4,4,4,なし,単横陣,534,532,530,530,-1,-1,潜水カ級 flagship,潜水カ級 elite,潜水カ級,潜水カ級,-,-,340
3246199964,敵東方中枢艦隊,4,4,10,なし,複縦陣,543,555,523,526,517,533,戦艦タ級 flagship,軽巡ヘ級 flagship,軽母ヌ級 elite,輸送ワ級 elite,駆逐ニ級 elite,潜水ヨ級 elite,340
2790535544,敵東方中枢艦隊,4,4,10,なし,輪形陣,544,542,523,526,552,552,装甲空母鬼,戦艦タ級 elite,軽母ヌ級 elite,輸送ワ級 elite,駆逐ロ級 flagship,駆逐ロ級 flagship,340
142691874,敵東方中枢艦隊,4,4,10,なし,輪形陣,545,537,538,517,517,535,装甲空母姫,浮遊要塞,浮遊要塞,駆逐ニ級 elite,駆逐ニ級 elite,潜水ヨ級 flagship,340
1597184966,敵空母機動部隊,4,4,12,なし,輪形陣,528,523,523,519,553,552,空母ヲ級 flagship,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ヘ級 elite,駆逐ハ級 flagship,駆逐ロ級 flagship,340
3424283673,敵空母機動部隊,4,4,12,なし,輪形陣,528,528,523,523,517,517,空母ヲ級 flagship,空母ヲ級 flagship,軽母ヌ級 elite,軽母ヌ級 elite,駆逐ニ級 elite,駆逐ニ級 elite,340
138515568,敵空母機動部隊,4,4,12,なし,複縦陣,528,528,524,522,517,517,空母ヲ級 flagship,空母ヲ級 flagship,戦艦ル級 elite,重巡リ級 elite,駆逐ニ級 elite,駆逐ニ級 elite,340
176290893,敵東方艦隊残存部隊,4,4,14,なし,複縦陣,528,523,523,520,516,516,空母ヲ級 flagship,軽母ヌ級 elite,軽母ヌ級 elite,軽巡ト級 elite,駆逐ハ級 elite,駆逐ハ級 elite,340
610656291,東洋方面威力偵察部隊,4,5,3,なし,単縦陣,566,527,527,592,575,575,重巡リ級改 flagship,重巡リ級 flagship,重巡リ級 flagship,軽巡ツ級 elite,駆逐イ級後期型,駆逐イ級後期型,190
2273085379,東洋方面威力偵察部隊,4,5,3,なし,単縦陣,566,527,527,592,576,576,重巡リ級改 flagship,重巡リ級 flagship,重巡リ級 flagship,軽巡ツ級 elite,駆逐ロ級後期型,駆逐ロ級後期型,200
485190591,東洋方面威力偵察部隊,4,5,3,なし,複縦陣,566,527,527,592,576,576,重巡リ級改 flagship,重巡リ級 flagship,重巡リ級 flagship,軽巡ツ級 elite,駆逐ロ級後期型,駆逐ロ級後期型,200
928550614,深海東洋方面潜水艦隊,4,5,6,なし,梯形陣,532,532,530,530,-1,-1,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,-,-,210
3764160602,深海東洋方面潜水艦隊,4,5,6,なし,梯形陣,532,532,530,530,530,-1,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,-,220
33693167,深海東洋方面潜水艦隊,4,5,6,なし,梯形陣,534,532,530,530,-1,-1,潜水カ級 flagship,潜水カ級 elite,潜水カ級,潜水カ級,-,-,220
752805877,深海東洋方面潜水艦隊,4,5,6,なし,梯形陣,534,532,530,530,530,-1,潜水カ級 flagship,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,-,230
590191740,東洋方面後方兵站部隊,4,5,9,なし,複縦陣,558,513,513,592,575,575,輸送ワ級 flagship,輸送ワ級,輸送ワ級,軽巡ツ級 elite,駆逐イ級後期型,駆逐イ級後期型,200
3995152952,東洋方面後方兵站部隊,4,5,9,なし,輪形陣,558,558,592,575,575,575,輸送ワ級 flagship,輸送ワ級 flagship,軽巡ツ級 elite,駆逐イ級後期型,駆逐イ級後期型,駆逐イ級後期型,240
3793483729,深海東洋方面増援艦隊,4,5,10,なし,輪形陣,560,543,595,591,577,576,軽母ヌ級 flagship,戦艦タ級 flagship,重巡ネ級 elite,軽巡ツ級,駆逐ハ級後期型,駆逐ロ級後期型,310
23995507,深海東洋方面増援艦隊,4,5,10,なし,複縦陣,560,543,595,592,577,577,軽母ヌ級 flagship,戦艦タ級 flagship,重巡ネ級 elite,軽巡ツ級 elite,駆逐ハ級後期型,駆逐ハ級後期型,320
3238043932,深海東洋方面増援艦隊,4,5,10,なし,輪形陣,560,543,595,592,577,577,軽母ヌ級 flagship,戦艦タ級 flagship,重巡ネ級 elite,軽巡ツ級 elite,駆逐ハ級後期型,駆逐ハ級後期型,320
1203692586,東洋方面反攻先遣隊,4,5,14,なし,単縦陣,543,527,522,592,576,576,戦艦タ級 flagship,重巡リ級 flagship,重巡リ級 elite,軽巡ツ級 elite,駆逐ロ級後期型,駆逐ロ級後期型,200
2195614875,東洋方面反攻先遣隊,4,5,14,なし,複縦陣,543,527,522,592,577,577,戦艦タ級 flagship,重巡リ級 flagship,重巡リ級 elite,軽巡ツ級 elite,駆逐ハ級後期型,駆逐ハ級後期型,210
2401795882,東洋方面反攻先遣隊,4,5,14,なし,単縦陣,543,527,527,592,577,577,戦艦タ級 flagship,重巡リ級 flagship,重巡リ級 flagship,軽巡ツ級 elite,駆逐ハ級後期型,駆逐ハ級後期型,210
3341560420,深海東洋方面潜水艦隊,4,5,16,なし,梯形陣,534,532,530,530,530,-1,潜水カ級 flagship,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,-,230
3567400448,リランカ島港湾守備隊,4,5,19,なし,単縦陣,573,550,551,567,575,575,港湾棲姫,護衛要塞,護衛要塞,戦艦ル級改 flagship,駆逐イ級後期型,駆逐イ級後期型,380
841060268,リランカ島港湾守備隊,4,5,19,なし,単縦陣,573,550,551,567,577,577,港湾棲姫,護衛要塞,護衛要塞,戦艦ル級改 flagship,駆逐ハ級後期型,駆逐ハ級後期型,400
361701846,リランカ島港湾守備隊,4,5,19,なし,単縦陣,613,549,550,567,595,558,港湾棲姫,護衛要塞,護衛要塞,戦艦ル級改 flagship,重巡ネ級 elite,輸送ワ級 flagship,440
980002770,リランカ島港湾守備隊,4,5,19,なし,単縦陣,613,549,567,595,526,526,港湾棲姫,護衛要塞,戦艦ル級改 flagship,重巡ネ級 elite,輸送ワ級 elite,輸送ワ級 elite,400
1440483839,敵前衛哨戒艦隊,5,1,2,なし,輪形陣,523,543,527,517,517,532,軽母ヌ級 elite,戦艦タ級 flagship,重巡リ級 flagship,駆逐ニ級 elite,駆逐ニ級 elite,潜水カ級 elite,360
264665362,敵前衛哨戒艦隊,5,1,2,なし,輪形陣,523,543,527,554,517,517,軽母ヌ級 elite,戦艦タ級 flagship,重巡リ級 flagship,軽巡ホ級 flagship,駆逐ニ級 elite,駆逐ニ級 elite,360
3865335804,敵前衛哨戒艦隊,5,1,2,なし,単縦陣,543,555,521,521,552,532,戦艦タ級 flagship,軽巡ヘ級 flagship,雷巡チ級 elite,雷巡チ級 elite,駆逐ロ級 flagship,潜水カ級 elite,360
137064375,敵潜水艦哨戒線,5,1,3,なし,梯形陣,534,532,532,530,-1,-1,潜水カ級 flagship,潜水カ級 elite,潜水カ級 elite,潜水カ級,-,-,360
3694736678,敵潜水艦哨戒線,5,1,3,なし,梯形陣,534,532,532,530,530,-1,潜水カ級 flagship,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,-,360
3239158213,敵潜水艦哨戒線,5,1,3,なし,単横陣,534,532,532,530,530,530,潜水カ級 flagship,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,潜水カ級,360
6503171,敵前衛艦隊,5,2,1,なし,単縦陣,527,521,521,521,552,552,重巡リ級 flagship,雷巡チ級 elite,雷巡チ級 elite,雷巡チ級 elite,駆逐ロ級 flagship,駆逐ロ級 flagship,380
3915425520,敵前衛艦隊,5,2,1,なし,単縦陣,555,527,527,521,517,517,軽巡ヘ級 flagship,重巡リ級 flagship,重巡リ級 flagship,雷巡チ級 elite,駆逐ニ級 elite,駆逐ニ級 elite,380
648858266,敵前衛艦隊,5,2,1,なし,複縦陣,555,527,527,521,517,517,軽巡ヘ級 flagship,重巡リ級 flagship,重巡リ級 flagship,雷巡チ級 elite,駆逐ニ級 elite,駆逐ニ級 elite,380
3673363067,敵潜水艦隊,5,2,2,なし,輪形陣,523,552,552,535,532,532,軽母ヌ級 elite,駆逐ロ級 flagship,駆逐ロ級 flagship,潜水ヨ級 flagship,潜水カ級 elite,潜水カ級 elite,380
2911218067,敵潜水艦隊,5,2,2,なし,単横陣,535,532,532,532,530,530,潜水ヨ級 flagship,潜水カ級 elite,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,380
3240771033,敵潜水艦隊,5,2,2,なし,梯形陣,535,535,532,530,530,-1,潜水ヨ級 flagship,潜水ヨ級 flagship,潜水カ級 elite,潜水カ級,潜水カ級,-,380
1251629318,敵水上打撃部隊,5,2,4,なし,単縦陣,529,555,521,521,552,517,戦艦ル級 flagship,軽巡ヘ級 flagship,雷巡チ級 elite,雷巡チ級 elite,駆逐ロ級 flagship,駆逐ニ級 elite,380
310569655,敵水上打撃部隊,5,2,4,なし,単縦陣,543,527,527,521,552,517,戦艦タ級 flagship,重巡リ級 flagship,重巡リ級 flagship,雷巡チ級 elite,駆逐ロ級 flagship,駆逐ニ級 elite,380
3275341043,敵水上打撃部隊,5,2,4,なし,複縦陣,543,527,527,521,552,517,戦艦タ級 flagship,重巡リ級 flagship,重巡リ級 flagship,雷巡チ級 elite,駆逐ロ級 flagship,駆逐ニ級 elite,380
2639582111,敵任務部隊,5,2,6,なし,輪形陣,528,522,522,555,553,515,空母ヲ級 flagship,重巡リ級 elite,重巡リ級 elite,軽巡ヘ級 flagship,駆逐ハ級 flagship,駆逐ロ級 elite,380
577574387,敵任務部隊,5,2,6,なし,輪形陣,528,527,554,553,516,516,空母ヲ級 flagship,重巡リ級 flagship,軽巡ホ級 flagship,駆逐ハ級 flagship,駆逐ハ級 elite,駆逐ハ級 elite,380
237085501,敵機動部隊本隊,5,2,10,なし,輪形陣,545,544,527,554,520,553,装甲空母姫,装甲空母鬼,重巡リ級 flagship,軽巡ホ級 flagship,軽巡ト級 elite,駆逐ハ級 flagship,380
3686789646,敵機動部隊本隊,5,2,10,なし,輪形陣,547,528,528,542,552,552,南方棲戦鬼,空母ヲ級 flagship,空母ヲ級 flagship,戦艦タ級 elite,駆逐ロ級 flagship,駆逐ロ級 flagship,380
2305159030,敵機動部隊本隊,5,2,14,なし,単縦陣,545,525,543,522,554,553,装甲空母姫,空母ヲ級 elite,戦艦タ級 flagship,重巡リ級 elite,軽巡ホ級 flagship,駆逐ハ級 flagship,380
792775389,敵機動部隊本隊,5,2,14,なし,輪形陣,545,544,527,554,520,553,装甲空母姫,装甲空母鬼,重巡リ級 flagship,軽巡ホ級 flagship,軽巡ト級 elite,駆逐ハ級 flagship,380
1457098151,敵機動部隊本隊,5,2,14,なし,輪形陣,547,528,528,542,552,552,南方棲戦鬼,空母ヲ級 flagship,空母ヲ級 flagship,戦艦タ級 elite,駆逐ロ級 flagship,駆逐ロ級 flagship,380
1876201865,敵潜水警戒艦隊,5,3,2,なし,梯形陣,535,535,532,532,530,530,潜水ヨ級 flagship,潜水ヨ級 flagship,潜水カ級 elite,潜水カ級 elite,潜水カ級,潜水カ級,400
3308055498,敵潜水警戒艦隊,5,3,2,なし,梯形陣,535,535,533,533,-1,-1,潜水ヨ級 flagship,潜水ヨ級 flagship,潜水ヨ級 elite,潜水ヨ級 elite,-,-,400
3867866788,敵潜水警戒艦隊,5,3,2,なし,単横陣,535,535,534,534,530,530,潜水ヨ級 flagship,潜水ヨ級 flagship,潜水カ級 flagship,潜水カ級 flagship,潜水カ級,潜水カ級,400
4050202463,敵前衛警戒艦隊,5,3,3,なし,単縦陣,527,527,522,554,521,553,重巡リ級 flagship,重巡リ級 flagship,重巡リ級 elite,軽巡ホ級 flagship,雷巡チ級 elite,駆逐ハ級 flagship,400
2740474351,敵前衛警戒艦隊,5,3,3,なし,単縦陣,529,527,522,521,552,552,戦艦ル級 flagship,重巡リ級 flagship,重巡リ級 elite,雷巡チ級 elite,駆逐ロ級 flagship,駆逐ロ級 flagship,400
461662934,敵前衛警戒艦隊,5,3,3,なし,単縦陣,555,527,527,521,521,552,軽巡ヘ級 flagship,重巡リ級 flagship,重巡リ級 flagship,雷巡チ級 elite,雷巡チ級 elite,駆逐ロ級 flagship,400
1816085502,敵サーモン方面主力艦隊,5,3,11,なし,輪形陣,526,548,543,543,555,535,輸送ワ級 elite,南方棲戦姫,戦艦タ級 flagship,戦艦タ級 flagship,軽巡ヘ級 flagship,潜水ヨ級 flagship,400
1993863009,敵泊地護衛主力艦隊,5,3,12,なし,単縦陣,543,527,527,555,552,552,戦艦タ級 flagship,重巡リ級 flagship,重巡リ級 flagship,軽巡ヘ級 flagship,駆逐ロ級 flagship,駆逐ロ級 flagship,400
770118722,敵泊地護衛主力艦隊,5,3,12,なし,複縦陣,543,543,527,555,553,553,戦艦タ級 flagship,戦艦タ級 flagship,重巡リ級 flagship,軽巡ヘ級 flagship,駆逐ハ級 flagship,駆逐ハ級 flagship,400
1107067874,敵ピケット艦隊,5,4,1,なし,輪形陣,523,555,552,552,514,514,軽母ヌ級 elite,軽巡ヘ級 flagship,駆逐ロ級 flagship,駆逐ロ級 flagship,駆逐イ級 elite,駆逐イ級 elite,420
2648041737,敵ピケット艦隊,5,4,1,なし,単縦陣,527,554,553,553,514,514,重巡リ級 flagship,軽巡ホ級 flagship,駆逐ハ級 flagship,駆逐ハ級 flagship,駆逐イ級 elite,駆逐イ級 elite,420
1980937117,敵ピケット艦隊,5,4,1,なし,単縦陣,555,554,552,552,514,514,軽巡ヘ級 flagship,軽巡ホ級 flagship,駆逐ロ級 flagship,駆逐ロ級 flagship,駆逐イ級 elite,駆逐イ級 elite,420
1563483660,敵機動部隊主力,5,4,12,なし,輪形陣,528,528,525,554,515,515,空母ヲ級 flagship,空母ヲ級 flagship,空母ヲ級 elite,軽巡ホ級 flagship,駆逐ロ級 elite,駆逐ロ級 elite,420
3955414941,敵機動部隊主力,5,4,12,なし,輪形陣,544,528,528,554,515,515,装甲空母鬼,空母ヲ級 flagship,空母ヲ級 flagship,軽巡ホ級 flagship,駆逐ロ級 elite,駆逐ロ級 elite,420
3583205236,敵機動部隊主力,5,4,12,なし,輪形陣,544,544,528,554,515,515,装甲空母鬼,装甲空母鬼,空母ヲ級 flagship,軽巡ホ級 flagship,駆逐ロ級 elite,駆逐ロ級 elite,420
1191204224,敵補給部隊本体,5,4,19,なし,輪形陣,558,529,529,555,516,516,輸送ワ級 flagship,戦艦ル級 flagship,戦艦ル級 flagship,軽巡ヘ級 flagship,駆逐ハ級 elite,駆逐ハ級 elite,420
1009257708,敵補給部隊本体,5,4,19,なし,輪形陣,558,529,529,555,523,523,輸送ワ級 flagship,戦艦ル級 flagship,戦艦ル級 flagship,軽巡ヘ級 flagship,軽母ヌ級 elite,軽母ヌ級 elite,420
3725303008,敵補給部隊本体,5,4,19,なし,輪形陣,558,543,543,528,523,523,輸送ワ級 flagship,戦艦タ級 flagship,戦艦タ級 flagship,空母ヲ級 flagship,軽母ヌ級 elite,軽母ヌ級 elite,420
3279527335,敵前衛警戒部隊,5,5,2,なし,単縦陣,561,560,522,555,564,564,戦艦レ級,軽母ヌ級 flagship,重巡リ級 elite,軽巡ヘ級 flagship,駆逐イ級 flagship,駆逐イ級 flagship,450
3565862121,敵前衛警戒部隊,5,5,2,なし,複縦陣,561,560,560,522,555,564,戦艦レ級,軽母ヌ級 flagship,軽母ヌ級 flagship,重巡リ級 elite,軽巡ヘ級 flagship,駆逐イ級 flagship,450
3239582721,敵前衛警戒部隊,5,5,2,なし,輪形陣,561,560,560,555,564,532,戦艦レ級,軽母ヌ級 flagship,軽母ヌ級 flagship,軽巡ヘ級 flagship,駆逐イ級 flagship,潜水カ級 elite,450
3136803101,敵任務部隊前衛,5,5,5,なし,複縦陣,528,560,560,542,555,564,空母ヲ級 flagship,軽母ヌ級 flagship,軽母ヌ級 flagship,戦艦タ級 elite,軽巡ヘ級 flagship,駆逐イ級 flagship,450
1529549964,敵任務部隊前衛,5,5,5,なし,輪形陣,528,560,560,542,555,564,空母ヲ級 flagship,軽母ヌ級 flagship,軽母ヌ級 flagship,戦艦タ級 elite,軽巡ヘ級 flagship,駆逐イ級 flagship,450
2380122457,敵任務部隊前衛,5,5,5,なし,輪形陣,565,560,560,560,542,564,空母ヲ級改 flagship,軽母ヌ級 flagship,軽母ヌ級 flagship,軽母ヌ級 flagship,戦艦タ級 elite,駆逐イ級 flagship,450
3744448853,敵水上打撃部隊,5,5,17,なし,単縦陣,562,522,559,555,564,564,戦艦レ級 elite,重巡リ級 elite,雷巡チ級 flagship,軽巡ヘ級 flagship,駆逐イ級 flagship,駆逐イ級 flagship,450
753437676,敵水上打撃部隊,5,5,17,なし,複縦陣,562,527,522,555,564,564,戦艦レ級 elite,重巡リ級 flagship,重巡リ級 elite,軽巡ヘ級 flagship,駆逐イ級 flagship,駆逐イ級 flagship,450
